0.1	87.3236		13.3119		59758
0.2	87.3156		13.9105		59745
0.3	87.52		21.8362		59344
0.4	87.3151		26.4726		59712
0.5	87.3214		26.9529		60189
0.6	87.3434		36.4701		62662
0.7	87.3778		32.8731		67888
0.8	87.4023		38.153		76033
0.9	86.8349		56.3405		89672
1	87.4031		74.6519		100000
1.5	87.3641		6.51576		65805
2	87.3207		6.01568		60222
2.5	87.3171		3.32514		59758
3	87.3155		3.22882		59756
3.5	87.3159		3.81502		59757
4	87.3154		3.33677		59756
4.5	87.3152		3.14437		59756
5	87.3155		3.38529		59758
5.5	87.3151		3.56196		59760
6	87.316		3.41364		59755
6.5	87.3162		3.06638		59761
7	87.3152		3.16905		59760
7.5	87.3164		3.19272		59756
8	87.3154		3.21862		59756
8.5	87.3155		3.15802		59758
9	87.3167		3.09887		59758
9.5	87.3154		3.21055		59756
10	87.3164		3.23507		59757
10.5	87.3159		3.15802		59757
11	87.3162		3.12299		59761
11.5	87.3158		2.94749		59758
12	87.3163		3.11353		59759
12.5	87.3158		3.11366		59758
13	87.316		3.11788		59758
13.5	87.3162		3.07859		59757
14	87.3166		3.07876		59756
14.5	87.316		3.06744		59756
15	87.3162		3.12425		59760
15.5	87.3155		3.05626		59758
16	87.3148		3.14421		59757
16.5	87.3166		3.18595		59757
17	87.3164		3.18782		59756
17.5	87.3166		3.19257		59759
18	87.3152		3.17964		59754
18.5	87.316		3.15984		59758
19	87.316		3.14007		59756
19.5	87.3167		3.27219		59756
20	87.3158		3.18793		59757
20.5	87.3162		3.22876		59758
21	87.3155		3.0982		59757
21.5	87.3152		3.17964		59758
22	87.3158		4.53508		59752
22.5	87.3156		3.47598		59753
23	87.3162		3.37095		59754
23.5	87.3156		3.68873		59758
24	87.3166		3.83602		59757
24.5	87.3176		3.64311		59757
25	87.3167		3.49092		59759
25.5	87.3148		3.42337		59760
26	87.3167		4.27632		59759
26.5	87.3155		4.76975		59759
27	87.3168		3.47498		59760
27.5	87.3162		3.50524		59756
28	87.3156		3.35117		59761
28.5	87.3142		3.51454		59761
29	87.3158		3.64128		59756
29.5	87.316		3.64368		59756
30	87.3167		3.65805		59755
30.5	87.3152		3.47942		59758
31	87.3163		3.48778		59761
31.5	87.3168		3.51826		59756
32	87.3128		3.61671		59759
32.5	87.3154		3.76666		59756
33	87.3164		3.65157		59760
33.5	87.316		3.43147		59756
34	87.3156		3.58545		59758
34.5	87.3155		3.49421		59754
35	87.3159		3.51089		59761
35.5	87.3162		3.70445		59757
36	87.3162		3.92854		59761
36.5	87.3154		3.56595		59756
37	87.3172		3.65139		59762
37.5	87.3154		4.19928		59758
38	87.3159		4.35612		59753
38.5	87.3158		3.89711		59758
39	87.3158		3.90394		59756
39.5	87.3163		3.8487		59759
40	87.3156		3.52354		59758
40.5	87.3154		3.41831		59760
41	87.3164		4.20345		59757
41.5	87.3155		4.66354		59756
42	87.3159		4.06159		59757
42.5	87.3142		3.54271		59758
43	87.3163		3.54366		59756
43.5	87.3164		3.5198		59759
44	87.3152		3.77291		59760
44.5	87.3156		4.59568		59759
45	87.3155		4.09933		59755
45.5	87.3158		3.90877		59755
46	87.3154		3.5027		59764
46.5	87.316		3.37703		59763
47	87.3152		3.97662		59758
47.5	87.316		3.45464		59761
48	87.3152		3.82174		59756
48.5	87.3159		3.59265		59755
49	87.3158		3.73715		59756
49.5	87.3152		3.57072		59754
50	87.316		3.48202		59758
